Genome	DNA-1-S1-22_S63_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S1-22_S958_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S1_S67_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S1_S962_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S2-22_S64_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S2-22_S959_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S2_S68_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S2_S963_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S3-22_S65_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S3-22_S960_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S3_S69_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S3_S964_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S4-22_S66_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S4-22_S961_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S4_S70_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S4_S965_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S1_S71_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S1_S966_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S2_S72_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S2_S967_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S3_S73_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S3_S968_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S4_S74_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S4_S969_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S1_S75_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S1_S970_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S2_S76_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S2_S971_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S3_S77_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S3_S972_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S4_S78_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S4_S973_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S1_S79_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S1_S974_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S2_S80_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S2_S975_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S3_S81_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S3_S976_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S4_S82_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S4_S977_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S1_S83_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S1_S978_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S2_S84_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S2_S979_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S3_S85_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S3_S980_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S4_S86_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S4_S981_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S1_S87_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S1_S982_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S2_S88_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S2_S983_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S3_S89_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S3_S984_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S4_S90_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S4_S985_L000_R1_001.anqdpht.fastq.gz Trimmed Mean
bcn_bin_133	0	0	0.121423945	0.09941646	0.26265368	0.2502197	0.2992786	0.2742155	0.8812762	0.8014317	0.51038694	0.46450773	0.7778271	0.6847406	1.5253607	1.427465	0.11130856	0.102927916	2.4982958	2.2635179	1.2315283	1.1074512	1.7524052	1.6060147	0.6138765	0.55416125	0.35918897	0.33092374	0.48948598	0.44102204	0.60975724	0.5445014	0.599272	0.5464451	0	0	0.3153487	0.28667647	0.6943663	0.6480165	0	0	0.44827515	0.39440343	0.40051582	0.37488297	0.5892447	0.527673	1.2582272	1.1591144	0.77207285	0.6998549	0.3664235	0.33068395	1.4127328	1.3001019
bcn_bin_135_1	1.2026576	1.0740355	4.068147	3.7330873	0.099946775	0.07754439	0.18999167	0.16876128	0	0	0.33110765	0.29248762	0	0	0	0	1.0076619	0.92944926	0	0	0.1478663	0.13678174	0	0	0.7405171	0.6826059	0	0	0.20409371	0.18644057	0	0	0	0	0.6412705	0.5900781	0.4556123	0.40684763	0	0	0.95420456	0.85951275	0	0	0.73438346	0.6782719	0	0	0	0	0	0	0.3397143	0.3027437	0	0
bcn_bin_137_1	0.15735748	0.1402693	0.33443356	0.30723697	0.17671824	0.15871531	0.11300557	0.09756515	0.47424674	0.41870478	0.2653026	0.2422438	0.4059989	0.37357646	0.8646763	0.79038304	0.34989822	0.3068416	0.8334481	0.7582286	0.3164911	0.30457872	0.52503175	0.47535953	0.6900484	0.62005556	0.34620324	0.311814	0.2761106	0.24500132	0.33007932	0.30383193	0.46319476	0.42301917	0	0	0.24978459	0.22977018	0.34145492	0.3195817	0	0	0.5221527	0.48746103	0.5165116	0.46572843	0.3315691	0.29771456	0.5252438	0.4831637	0.46512353	0.4219296	0.33222607	0.3071017	0.50108343	0.4461474
bcn_bin_138	0.13027366	0.11519973	0.26813704	0.24687226	0.42090204	0.4087212	0.49167573	0.44734073	1.2526637	1.1747563	0.41646487	0.38482955	1.0687572	1.0108443	2.1226187	2.0103588	0.119191594	0.1194312	0.6081316	0.56688565	0.4685629	0.44635522	1.7041566	1.6063125	0.3687251	0.3321468	0.1615353	0.15581493	0.4041635	0.37797993	0.36409575	0.33159402	0.31348953	0.28554696	0.23405057	0.21658742	0.18846574	0.16374058	0.35895768	0.31553507	0.10945274	0.09125821	0	0	0	0	0.3428421	0.33012933	1.2870373	1.2209753	1.4797543	1.3719468	0.27072713	0.25495666	0.46553862	0.4458731
bcn_bin_139_1	0	0	0.0924048	0.0760723	0.061272252	0	0	0	0.3268331	0.30163586	0.14559197	0.121565126	0.28513187	0.26378095	0.6111158	0.5598939	0.15202305	0.1439853	0.8479596	0.74450904	0.22059678	0.20666496	0.158132	0.14868335	0.31336927	0.28199536	0.12851149	0.11202532	0.1791326	0.16392708	0	0	0.23439617	0.2178831	0	0	0.12258488	0.10836308	0.09474558	0.085218795	0	0	0.24480163	0.20424779	0.26201972	0.24062495	0	0	0.60230625	0.56193256	0.24516064	0.22309601	0.12315878	0.09964897	0.17504665	0.15340441
bcn_bin_13_1	0.38799155	0.35619265	0.7814183	0.7179529	0.12043882	0.11278319	0.112058096	0.10469582	0	0	0.26586258	0.2539933	0	0	0.0750707	0.07045085	0.39939675	0.37084952	0	0	0.116399646	0.11327211	1.1305616	1.024687	0.66133076	0.60055286	0	0	0	0	1.3081551	1.201196	0.31835002	0.29153204	0.1921932	0.1702079	0.24423383	0.22093676	0.08856696	0.07898276	0	0	0.28790504	0.2496886	0.563652	0.51969266	0.19682056	0.1693918	0.29952312	0.29657158	0	0	0.5533863	0.5256115	0.44438878	0.37253514
bcn_bin_140	0.19481556	0.17965776	0.47019657	0.43014452	0.107188635	0.088935025	0.09305577	0.083679855	0.22453065	0.19717859	0.069187045	0	0.19053973	0.17885359	0.40958187	0.3777116	0.2501997	0.23019196	0.31361985	0.27876478	0.2508419	0.23403585	0.56577915	0.49959582	0.40195107	0.3777956	0.17511198	0.16073975	0.0954011	0.08107087	0.2696822	0.24101874	0.26140562	0.24101904	0.16076075	0.13908498	0.0776883	0	0	0	0	0	0.3417248	0.3202473	0.15024501	0.12398237	0.09891234	0.079253756	0.66409755	0.5825177	0.070067406	0	0.12395868	0.109439775	0.30942652	0.29336885
bcn_bin_142_1	0.19670962	0.18413173	0.29453745	0.28218272	0	0	0	0	0.20250599	0.1908253	0.07798635	0.068903215	0.16612767	0.15021391	0.3599059	0.3439324	0.18776534	0.1770361	0.83795077	0.78384215	0.15413375	0.1376436	0.28901425	0.28038836	0.30683032	0.28144473	0.26424325	0.25524774	0.101733126	0.099438764	0.13630919	0.1269183	0.25178966	0.25130606	0	0	0.09146324	0	0.15075696	0.13966568	0	0	0.45106047	0.4133656	0.19389768	0.17464168	0.10261758	0.09745186	0.22213341	0.19859222	0.322369	0.30449775	0.16958088	0.15216959	0.19581757	0.16219084
bcn_bin_145_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20595801	0.20389655	0.09499804	0	0	0	0.34454554	0.3429204	0	0	0	0	0	0	0	0	0	0	0.20565316	0.21464771	0	0	0	0	0	0	0.18512633	0.15586598	0	0	0	0	0	0
bcn_bin_14_1	0.93583375	0.82048035	1.6067144	1.4486417	0.909086	0.7894849	0.81761515	0.71509004	2.541552	2.3085873	1.7381653	1.6179885	2.3246276	2.065758	4.301047	3.9446223	1.967287	1.8016567	8.661206	7.795794	2.1593108	1.9653811	2.4323192	2.2200356	3.5102005	3.2550302	1.7399563	1.5348831	1.1555066	1.0664413	0.61248225	0.55443734	2.947395	2.6554909	0	0	1.5745345	1.453778	1.09297	0.9761476	0	0	3.7769458	3.4032335	2.4885044	2.3504856	0.9855473	0.88330287	3.3386712	3.0326664	2.132102	1.8731425	1.2028913	1.0824082	1.8650812	1.6369222
bcn_bin_151	4.286861	3.965594	8.331355	7.65427	1.7422938	1.5944325	1.52253	1.3610818	1.2177808	1.091098	2.8135865	2.5542145	1.1251994	0.9950925	2.0539117	1.8896087	4.312205	3.9312727	6.8347197	6.091197	2.0189283	1.8312535	4.254821	3.8267617	5.422802	5.0144706	1.7370591	1.570837	1.2938324	1.1672721	3.63834	3.315445	5.0883627	4.6857047	0.67666084	0.604218	2.3957698	2.2320604	3.3184223	2.9740753	0.7391117	0.66971743	4.912963	4.5149255	4.7673583	4.3593197	2.01821	1.835732	1.908478	1.6942527	1.7884042	1.6126364	3.188028	2.9150665	3.8580022	3.4778795
bcn_bin_154_1	1.0469226	0.97986436	1.8168321	1.6361649	1.8070557	1.6467679	2.0405748	1.8571911	0	0	1.996623	1.8477421	0	0	0	0	0.45168567	0.40804645	0	0	2.1887667	2.0394464	1.8256512	1.6573604	0.8668334	0.77972645	0	0	0.9853434	0.89481646	3.5573492	3.2548707	0.6009912	0.5635624	1.7009652	1.5173374	1.1577177	1.0614725	0.3750639	0.35298935	0.51242816	0.4611495	0	0	1.0426983	0.948239	0.18341035	0.15022185	0.94376856	0.8497092	0	0	3.5741534	3.2653623	0.37843916	0.3151684
bcn_bin_156_1	0.3708213	0.31568444	1.1484778	1.0347261	0	0	0	0	0	0	0.27179927	0.24654911	0	0	0	0	0.48175195	0.4494022	0.22029628	0.20913118	0.55347586	0.48995957	0.72418857	0.6450071	0.8282384	0.8004018	0	0	0.2953841	0.27773806	0.66514784	0.62504816	0.5513774	0.50825745	0	0	0.40238923	0.3703326	0.1756539	0.1619572	0.18649706	0.16281262	0.16291513	0.14032938	0.66670346	0.6176779	0.27455032	0.2560792	0.49416515	0.43447188	0	0	0.59282696	0.53778607	0.5973783	0.53024983
bcn_bin_158	2.0197773	1.8193775	3.6133568	3.3489976	0.6054923	0.5221078	0.49125066	0.45040357	0	0	0.5107821	0.46404096	0	0	0.065214865	0	1.0288808	0.9315117	0.42660975	0.3675263	0.29228833	0.26702234	3.8756938	3.5996249	1.4206644	1.2653298	0	0	0.32839885	0.29047266	4.146559	3.8012488	0.9368366	0.85150033	0.21216233	0.18480434	0.59193224	0.5444582	0.7489492	0.6786004	0.40618807	0.34898376	0.11739507	0.09664642	1.3830279	1.2560605	0.87835	0.8057689	0.38431287	0.3406281	0	0	1.6407665	1.4734944	2.6544704	2.350973
bcn_bin_159	0	0	0	0	0.16795209	0.1446799	0.22407842	0.19892706	0.70215297	0.6090996	0	0	0.59857565	0.53928447	1.2014227	1.119727	0	0	0.514921	0.46574497	0	0	0.5176082	0.46853977	0	0	0	0	0	0	0.077401325	0	0	0	0	0	0	0	0.15254374	0.12883976	0	0	0	0	0	0	0.120978706	0.09570724	0.5161817	0.44218123	0.46155688	0.41359288	0	0	0.1562438	0.13563524
bcn_bin_160	1.9192293	1.6983954	2.9175937	2.6784267	0.64215565	0.5952792	0.744708	0.6609843	0.47547773	0.41377437	0.852618	0.77807033	0.4284828	0.36307383	0.8898408	0.7838318	1.1459148	1.0419497	2.4816499	2.1760173	0.48795283	0.44849783	3.674203	3.2955403	1.1987286	1.1046689	0.53116727	0.48884434	0.45957664	0.4266141	2.722306	2.4551847	0.76968366	0.6743934	0.09824163	0.084925495	0.94342065	0.86245084	0.9162728	0.8247488	0	0	1.8980556	1.7408799	1.4110862	1.2740134	0.6037623	0.5510439	0.27628532	0.24672556	0.39646623	0.34789583	1.3918118	1.2854954	1.2961347	1.1739286
bcn_bin_163	0.22326075	0.19834916	0.32762057	0.27991846	0.15175039	0.12481285	0	0	0	0	0.12946497	0.09619063	0	0	0	0	0.68772036	0.6211973	1.0593655	0.95648396	0.21406576	0.20380653	0	0	0.29763064	0.26188523	0.33363366	0.30603927	0.074017845	0	0	0	0.30016646	0.27501208	0	0	0.23423553	0.21836583	0.8563028	0.74510306	0	0	0.37527484	0.36185396	0.97563267	0.8947607	0.25872222	0.23860574	0	0	0.15762927	0.1302183	0.23983654	0.20086136	0.2678039	0.22295928
bcn_bin_164	0.4539525	0.39789692	0.556737	0.5155118	0	0	0	0	0	0	0	0	0	0	0	0	0.2103685	0.19319618	0	0	0	0	0	0	0.20033254	0.18123586	0	0	0	0	0	0	0.21270247	0.18942444	0.30909848	0.28141713	0	0	0	0	0.8423846	0.7614234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bcn_bin_165_1	0.17032492	0.15090987	0.31193167	0.284178	0.22551726	0.20710878	0.252706	0.22289102	0	0	0.19042273	0.17234837	0	0	0	0	0.10369576	0.08331247	0	0	0.13314028	0.12286367	1.4945805	1.381762	0.21048544	0.19038789	0	0	0.13942416	0.11033529	0.36342454	0.32111225	0.22172427	0.20003463	0	0	0	0	0.2994547	0.27026606	0	0	0	0	0.120040186	0.10556731	0.27306122	0.2517335	0.37115386	0.33799455	0	0	0.20356093	0.1861034	0.6215492	0.5567582
bcn_bin_167_1	0.34424835	0.32064554	0.72185314	0.6645254	0.22523719	0.19220525	0.17329215	0.13906418	0.6088272	0.5037487	0.89449185	0.79476804	0.5246777	0.46345076	1.0699955	0.9435922	0.7388715	0.682655	3.546468	3.153366	0.9941595	0.8882325	0.5937705	0.54373294	0.9481844	0.8941227	0.94479203	0.85259813	0.5332596	0.484761	0.15464489	0.12573524	0.60318375	0.5423992	0	0	0.99933314	0.89515233	0.11603323	0.10495734	0	0	0.8363193	0.74454236	1.8315697	1.6669946	0.15503506	0.1378841	0.5167914	0.47118023	0.5289766	0.4695864	0.5439204	0.4954869	0.23917307	0.19897714
bcn_bin_169	0.23937628	0.20415145	0.45420802	0.42231512	0.07587096	0.062327757	0.06894781	0	0	0	0.29508972	0.26469293	0	0	0.06815415	0	0.98697895	0.86591464	0.9719224	0.8685578	0.38304874	0.33357465	0.19734393	0.16313471	0.9488287	0.8420316	0.21931788	0.20463195	0.20695762	0.19433306	0	0	0.7661506	0.71282315	0	0	0.53214395	0.48910746	0.26965672	0.2634475	0	0	1.1129115	1.0321285	1.965683	1.8173383	0.1626032	0.1418323	0.56411797	0.5160825	0.46624362	0.41181654	0.34650233	0.30484205	0.31442055	0.28799132
bcn_bin_16_1	0.37911877	0.34695473	0.6163242	0.5573762	0.18814133	0.17688951	0.17222263	0.14463674	0.19900945	0.16562617	0.684887	0.61719614	0.16945848	0.14393887	0.36750913	0.33042496	0.69695854	0.6002563	1.1251601	1.0132744	0.8222131	0.7496276	0.61860967	0.5465901	0.89822656	0.81680566	0.3807126	0.34719214	0.5269288	0.46645173	0.31708768	0.29739568	0.55277747	0.49494892	0	0	0.6733402	0.59753674	0.55320674	0.47691023	0	0	0.52678204	0.47646895	2.0584655	1.8551906	0.38244075	0.36849335	0.31750688	0.2989756	0.35460833	0.30753282	0.6007988	0.55221385	0.6223273	0.5358812
bcn_bin_170	0.9172124	0.7985715	2.0955248	1.9144726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bcn_bin_174_1	0.14413472	0.12084946	0.33936408	0.3150865	0.22141372	0.18961114	0.18409993	0.16509849	0.2672047	0.23895831	0.7344564	0.65795326	0.23820679	0.20412733	0.504754	0.46049324	0.52106595	0.44680196	0.7888442	0.7026299	0.62235695	0.5717431	0.6670774	0.5914888	0.6076539	0.5361346	0.29905716	0.27567866	0.3736584	0.32975268	0.44830865	0.39507818	0.66712606	0.59322405	0	0	0.6467736	0.60303366	0.4613449	0.41586563	0	0	1.3033134	1.2005469	1.5673271	1.4349048	0.3944065	0.3583262	0.75655967	0.7002197	0.5503415	0.49498656	0.66533077	0.59568053	0.58295965	0.50990164
bcn_bin_175	0.40459126	0.3519258	0.74418205	0.6805847	0	0	0	0	0.6957262	0.6181277	0.16469705	0.1581071	0.59226173	0.5503378	1.2162002	1.1055498	0.84937173	0.78458405	7.3118863	6.5265226	0.37198308	0.3295168	0.2974194	0.27289504	0.9706675	0.8687705	1.2082345	1.0801461	0.17001598	0.17258756	0.13193111	0.11838414	1.1513053	1.0326111	0.072644144	0	0.3711703	0.3342648	0.457093	0.4290846	0	0	1.1320608	1.021482	0.9435916	0.86783653	0.156463	0.15353134	0.6955004	0.6166489	1.162796	1.0228297	0.29061463	0.26557294	0.48881477	0.42778754
bcn_bin_176	0.108415976	0.08484494	0.34000075	0.31596676	0.21957193	0.19319898	0.2551127	0.21278107	0.32603654	0.3083691	0.25148645	0.23082012	0.28541777	0.26488522	0.622624	0.57434845	0.47226202	0.43468845	2.6397889	2.3855908	0.27590737	0.25345057	0.39609417	0.3554167	2.670823	2.4430425	0.31203496	0.2869078	1.5357631	1.3932929	0.6019835	0.53101784	0.5699349	0.51239705	0.7652487	0.69123405	0.102901876	0.08304075	0	0	0.7081429	0.64083093	0.38464615	0.35001338	0	0	0.37767392	0.347388	0.5156482	0.45531327	0.35851583	0.320017	0.81896836	0.7260504	0.14291722	0.12182243
bcn_bin_177	0.11492282	0.09967767	0.3793161	0.36399254	0.09249028	0.07956836	0	0	0.3385577	0.3222891	0.12799223	0.12266	0.32534194	0.27507702	0.6944137	0.59993976	0.295407	0.27334443	0.5992261	0.5287824	0.09834406	0.08397596	0.30002707	0.27416354	0.36290672	0.32933497	0.2669754	0.23440705	0.09973302	0.080646016	0.20387328	0.17591237	0.5884398	0.5315035	0	0	0.2541839	0.2267059	0.32510456	0.28634325	0	0	0.14685968	0.13828853	0.476091	0.41735896	0.11733447	0.108744375	0.38898903	0.34346458	0.41634333	0.3625174	0.14906776	0.13909093	0.18841897	0.17204228
bcn_bin_182_1	0	0	0.13813551	0.12670179	0.10005122	0.089717016	0.10361121	0.08157559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42272177	0.39246592	0	0	0	0	0	0	0.18734312	0.16573831	0.122051865	0.10576458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3568848	0.3317296	0	0	0	0	0	0
bcn_bin_19	1.6518966	1.5092446	2.677412	2.4250066	1.1165416	0.99548614	1.1465153	1.0201699	1.2553656	1.13178	0.87483174	0.78556	1.1357621	1.0369904	2.1524968	1.9768064	1.6327951	1.4780949	6.993282	6.28794	0.7834982	0.7149715	3.8185074	3.4451606	1.994368	1.8171519	1.592247	1.4641865	0.5437321	0.48236883	3.281777	2.985726	1.5077826	1.3770713	0.72962517	0.67608505	0.868286	0.7807506	1.6114532	1.4544508	0.28006148	0.2555974	7.282072	6.6483936	1.5672117	1.4712554	1.9045076	1.7765106	1.1205416	1.0147874	0.86601365	0.7548228	1.5106426	1.3957475	2.2369342	1.9961021
bcn_bin_192	0.49601838	0.44704363	0.75245345	0.69350636	0.2663587	0.24855135	0.40382445	0.35370407	0	0	0.14541733	0.13904867	0	0	0	0	0.34152713	0.31719404	0	0	0.096225716	0.071271926	1.3903863	1.2721123	0.46086884	0.4150584	0	0	0.24272637	0.22239569	0.57567614	0.51823294	0	0	0.13851866	0.1158825	0.21526545	0.19251782	0	0	0	0	0	0	0.18301776	0.1508628	0	0	0	0	0	0	0.42817628	0.39723334	0	0
bcn_bin_193_1	0.34567913	0.32614213	0.8295894	0.7190923	0.10819866	0.099420555	0.13935252	0.120145276	0	0	0.5642323	0.529759	0	0	0	0	0	0	0	0	0.15047513	0.13676126	0	0	0.20668127	0.18925786	0	0	0	0	0	0	0	0	0.12313872	0.094046384	0.108785726	0.093245775	0	0	0.4904307	0.43554133	0	0	0	0	0	0	0.08554144	0.07560127	0	0	0.37632892	0.32998598	0	0
bcn_bin_194_1	0.19081314	0.18119937	0.26391578	0.23779856	0.066472724	0	0	0	0.11238545	0.09915861	0.13612513	0.119599484	0.09159599	0.07804007	0.25405437	0.22535032	0.2140333	0.19103523	0.6743585	0.5864523	0	0	0.06839602	0	0.19382864	0.17289113	0.11768629	0.10346146	0	0	0	0	0.21211068	0.18856347	0	0	0.13103224	0.10413239	0	0	0	0	0.20687042	0.18407422	0.33759716	0.29699534	0	0	0.108374	0.09491431	0.17554592	0.16780362	0.15548459	0.137539	0.082044125	0
bcn_bin_205	0.27814552	0.2439521	0.37543565	0.35702127	0.15115343	0.13438322	0.06928023	0	0.11754864	0.09784279	0.23695467	0.21700403	0.11422248	0.09583713	0.25160503	0.2364165	0.70674545	0.59980553	2.2307868	2.0046833	0.8701398	0.79325455	0.11285467	0.09849705	0.52089006	0.4613372	0.44894424	0.43541312	0.25727376	0.22547843	0.09484723	0.08401261	0.7005127	0.6242129	0	0	0.5206213	0.46519962	0.24378112	0.19811775	0	0	0.30185577	0.27713796	1.0603497	0.992595	0.077899724	0	0.22645381	0.19430578	0.24397607	0.23117554	0.3044387	0.2907852	0.08454699	0
bcn_bin_206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09923144	0.078617886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0345249	0.9525068	0	0	0	0	0	0
bcn_bin_209_1	0.26516664	0.23316436	0.94848824	0.8567066	0	0	0	0	0	0	0.14860612	0.11936948	0	0	0	0	0.5106449	0.47753227	0	0	0.28864405	0.27418056	0	0	0.8532755	0.7987734	0	0	0	0	0	0	0	0	0	0	0.43948925	0.38535726	0	0	0.07430572	0	0	0	0.30151105	0.27702954	0	0	0	0	0	0	0	0	0	0
bcn_bin_212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17576525	0.14905323	0	0	0	0	0	0	0	0	1.7106391	1.5393602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102347314	0.07788303	0	0	0	0	0	0
bcn_bin_213	0	0	0	0	0.21855104	0.19367485	0.2388526	0.22138226	1.1203284	1.0240712	0.11904629	0.110415556	1.0032628	0.91677916	2.020915	1.8293542	0	0	2.692504	2.438628	0.07531461	0.07485048	1.1213322	1.0626067	0.23599309	0.21674672	0.25195718	0.23464203	0	0	0.115909025	0.106497236	0.31531668	0.31940833	0	0	0	0	0.3470454	0.30901965	0	0	0.19579247	0.17425588	0	0	0.39324784	0.39483896	0.49355614	0.4570055	0.4152297	0.38144723	0	0	0.7183846	0.61088365
bcn_bin_216	0	0	0	0	0.19976953	0.17557012	0.20009394	0.18701461	1.4555008	1.3259616	0	0	1.2594932	1.1440983	2.52942	2.3274887	0	0	0.5955753	0.5658881	0.18117006	0.15727247	0.82153356	0.82264227	0.1516221	0.13428111	0.17068748	0.15165447	0	0	0.10524648	0.10375091	0.24411742	0.21493678	0	0	0	0	0.2859085	0.26436	0	0	0	0	0	0	0.20801966	0.19037609	1.3621926	1.2556537	1.2072692	1.1143095	0	0	0.42594457	0.40281546
bcn_bin_217	2.810493	2.5236769	5.4244394	4.963729	0.33715436	0.31092426	0.26260284	0.23109862	1.0500904	0.9426269	0.6469903	0.584898	0.9607531	0.8351546	1.810372	1.6847843	3.995946	3.714568	14.649914	13.3300085	1.1115404	1.0138966	0.7573408	0.7122164	6.125893	5.689176	5.0499983	4.5182433	0.31231663	0.2841285	0.28139088	0.27315244	4.770872	4.406079	0.32902622	0.27456698	1.0188594	0.9410617	0.7358407	0.66996956	0.34387666	0.3117395	2.040056	1.8789889	2.939039	2.7208214	0.36813727	0.32353684	0.6113675	0.5806113	1.6355642	1.3936483	1.0838251	1.0065676	0.79337186	0.7088553
bcn_bin_21_1	0	0	0.075471535	0	0.17572151	0.16351935	0.14482564	0.13323623	0.50612605	0.4568383	0.09621476	0.09184535	0.449159	0.39741614	0.9419891	0.8797312	0.14087342	0.10815566	1.3422729	1.2011291	0.20065683	0.1819147	0.30581853	0.27645814	0.26464647	0.22992258	0.12131797	0.10478224	0.11240748	0.08905481	0.17905122	0.14622405	0.23604755	0.21620914	0	0	0	0	0.13695957	0.11787098	0	0	0.2339559	0.21527068	0.088378556	0	0.15967056	0.1493843	0.7268398	0.631185	0.5280263	0.4601001	0.19210915	0.16806513	0.21431367	0.17672159
bcn_bin_222_1	0.26736742	0.24198674	0.50743157	0.4646356	0.1555632	0.13684157	0.18493901	0.15780385	0	0	0.27207613	0.2478533	0	0	0.08429797	0.07156858	0.24848364	0.23175126	0.46699432	0.42470115	0.45702928	0.424622	2.7037253	2.4939885	0.86631644	0.7926533	0	0	0.35601553	0.32376277	1.1520864	1.0551211	0.6210387	0.5635687	0	0	0.20988387	0.18991105	0.48218307	0.4408459	0	0	0	0	0.54342127	0.50829697	0.45742592	0.42740455	1.3499634	1.2432709	0	0	0.39352763	0.3579433	0.76984435	0.6859795
bcn_bin_224	0	0	0	0	0	0	0	0	0	0	0.4762642	0.4309773	0	0	0.10779392	0.07986363	0.15029897	0.117189914	0.2288142	0.19970949	0.3028242	0.2901877	0	0	0.074791625	0	0	0	0.27016526	0.25212064	0	0	0	0	0	0	0.43891156	0.38537672	0	0	0	0	0.22507215	0.20630784	1.5346028	1.4344149	0	0	0.09018953	0.07016184	0.10595058	0.090106495	0.16333091	0.14820717	0	0
