Name,Category_1,Category_2,Module_id,Reaction level,Definition,key_gene,Definition gene name,order
K16906; fluoroquinolone transport system permease protein,Fluoroquinolone transport system,ABC-2 type and other transporters,Transporters00007,,K16906,,,
K16907; fluoroquinolone transport system ATP-binding protein [EC:3.6.3.-],Fluoroquinolone transport system,ABC-2 type and other transporters,Transporters00008,,K16907,,,
ccmA; heme exporter ATP-binding protein CcmA [EC:3.6.3.41],Heme transport system,ABC-2 type and other transporters,Transporters00009,,K02193,,,
ccmB; heme exporter membrane protein CcmB,Heme transport system,ABC-2 type and other transporters,Transporters00010,,K02194,,,
ccmC; heme exporter membrane protein CcmC,Heme transport system,ABC-2 type and other transporters,Transporters00011,,K02195,,,
"ccmD, heme exporter protein D",Heme transport system,ABC-2 type and other transporters,Transporters00012,,K02196,,,
hrtB; hemin transport system permease protein,Hemine transport system,ABC-2 type and other transporters,Transporters00013,,K09813,,,
hrtA; hemin transport system ATP-binding protein [EC:3.6.3.-],Hemine transport system,ABC-2 type and other transporters,Transporters00014,,K09814,,,
nodJ; lipooligosaccharide transport system permease protein,Lipooligosaccharide transport system,ABC-2 type and other transporters,Transporters00015,,K09694,,,
nodI; lipooligosaccharide transport system ATP-binding protein,Lipooligosaccharide transport system,ABC-2 type and other transporters,Transporters00016,,K09695,,,
lptB; lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-],Lipopolysaccharide export system,ABC-2 type and other transporters,Transporters00017,,K06861,,,
lptF; lipopolysaccharide export system permease protein,Lipopolysaccharide export system,ABC-2 type and other transporters,Transporters00018,,K07091,,,
lptG; lipopolysaccharide export system permease protein,Lipopolysaccharide export system,ABC-2 type and other transporters,Transporters00019,,K11720,,,
ABC-2.LPSE.P; lipopolysaccharide transport system permease protein,Lipopolysaccharide transport system,ABC-2 type and other transporters,Transporters00020,,K09690,,,
ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein,Lipopolysaccharide transport system,ABC-2 type and other transporters,Transporters00021,,K09691,,,
ABC.LPT.P; lipoprotein-releasing system permease protein,Lipoprotein-releasing system,ABC-2 type and other transporters,Transporters00022,,K09808,,,
ABC.LPT.A; lipoprotein-releasing system ATP-binding protein [EC:3.6.3.-],Lipoprotein-releasing system,ABC-2 type and other transporters,Transporters00023,,K09810,,,
ABC-2.CYL.A; multidrug/hemolysin transport system ATP-binding protein,Multidrug/hemolysin transport system,ABC-2 type and other transporters,Transporters00024,,K11050,,,
ABC-2.CYL.P; multidrug/hemolysin transport system permease protein,Multidrug/hemolysin transport system,ABC-2 type and other transporters,Transporters00025,,K11051,,,
oleC4; oleandomycin transport system ATP-binding protein,Oleandomycin transport system,ABC-2 type and other transporters,Transporters00026,,K18232,,,
oleC5; oleandomycin transport system permease protein,Oleandomycin transport system,ABC-2 type and other transporters,Transporters00027,,K18233,,,
ABC.CD.A;,Putative ABC transport system,ABC-2 type and other transporters,Transporters00028,,K02003,,,
ABC.CD.P;,Putative ABC transport system,ABC-2 type and other transporters,Transporters00029,,K02004,,,
yydJ; putative peptide transport system permease protein,Putative YydF peptide transport system,ABC-2 type and other transporters,Transporters00030,,K16916,,,
yydI; putative peptide transport system ATP-binding protein,Putative YydF peptide transport system,ABC-2 type and other transporters,Transporters00031,,K16917,,,
natB; sodium transport system permease protein,Sodium transport system,ABC-2 type and other transporters,Transporters00032,,K09696,,,
natA; sodium transport system ATP-binding protein,Sodium transport system,ABC-2 type and other transporters,Transporters00033,,K09697,,,
tagG; teichoic acid transport system permease protein,Teichoic acid transport system,ABC-2 type and other transporters,Transporters00034,,K09692,,,
tagH; teichoic acid transport system ATP-binding protein [EC:3.6.3.40],Teichoic acid transport system,ABC-2 type and other transporters,Transporters00035,,K09693,,,
"bcrB, bacitracin transport system permease protein",Bacitracin transport system,ABC-2 type and other transporters,Transporters00036,,K19310,,,
"bcrA, bacitracin transport system ATP-binding protein",Bacitracin transport system,ABC-2 type and other transporters,Transporters00037,,K19309,,,
ABC-2.A; ABC-2 type transport system ATP-binding protein,ABC-2 type transport system,ABC-2 type and other transporters,Transporters00038,,K01990,,,
ABC-2.P; ABC-2 type transport system permease protein,ABC-2 type transport system,ABC-2 type and other transporters,Transporters00039,,K01992,,,
ytrF; acetoin utilization transport system permease protein,Acetoin utilization transport system,ABC-2 type and other transporters,Transporters00040,,K16918,,,
ytrC_D; acetoin utilization transport system permease protein,Acetoin utilization transport system,ABC-2 type and other transporters,Transporters00041,,K16919,,,
ytrE; acetoin utilization transport system ATP-binding protein,Acetoin utilization transport system,ABC-2 type and other transporters,Transporters00042,,K16920,,,
ytrB; acetoin utilization transport system ATP-binding protein,Acetoin utilization transport system,ABC-2 type and other transporters,Transporters00043,,K16921,,,
braD; bacitracin transport system ATP-binding protein,Bacitracin resistance,ABC-2 type and other transporters,Transporters00044,,K19083,,,
braE; bacitracin transport system permease protein,Bacitracin resistance,ABC-2 type and other transporters,Transporters00045,,K19084,,,
ftsX; cell division transport system permease protein,Cell division transport system,ABC-2 type and other transporters,Transporters00046,,K09811,,,
ftsE; cell division transport system ATP-binding protein,Cell division transport system,ABC-2 type and other transporters,Transporters00047,,K09812,,,
bioY; biotin transport system substrate-specific component,Energy-coupling factor transport system,Biotin transporter,Transporters00048,,K03523,,,
hexokinase,fructose degradation,Fructose and mannose metabolism,Sugars00001_001,,K00844,,,
fructokinase,fructose degradation,Fructose and mannose metabolism,Sugars00001_002,,K00847,,,
L-fuculokinase,fucose degradation,Fructose and mannose metabolism,Sugars00001_003,,K00879,,,
L-fuculose-phosphate aldolase,fucose degradation,Fructose and mannose metabolism,Sugars00001_004,,K01628,,,
L-fucose/D-arabinose isomerase,fucose degradation,Fructose and mannose metabolism,Sugars00001_005,,K01818,,,
hexokinase,mannose degradation,Fructose and mannose metabolism,Sugars00001_006,,K00844,,,
mannose-6-phosphate isomerase,mannose degradation,Fructose and mannose metabolism,Sugars00001_007,,K01809,,,
mannose PTS system EIIA component,mannose degradation,Fructose and mannose metabolism,Sugars00001_008,,K02793,,,
mannose PTS system EIIAB component,mannose degradation,Fructose and mannose metabolism,Sugars00001_009,,K02794,,,
mannose PTS system EIIC component,mannose degradation,Fructose and mannose metabolism,Sugars00001_010,,K02795,,,
mannose PTS system EIID component,mannose degradation,Fructose and mannose metabolism,Sugars00001_011,,K02796,,,
xylulokinase,xylose degradation (isomerase pathway),Fructose and mannose metabolism,Sugars00001_012,,K00854,,,
xylose isomerase,xylose degradation (isomerase pathway),Fructose and mannose metabolism,Sugars00001_013,,K01805,,,
galactokinase,galactose degradation,Galactose metabolism,Sugars00002_001,,K00849,,,
UDPglucose--hexose-1-phosphate uridylyltransferase,galactose degradation,Galactose metabolism,Sugars00002_002,,K00965,,,
UDP-glucose 4-epimerase,galactose degradation,Galactose metabolism,Sugars00002_003,,K01784,,,
aldose 1-epimerase,galactose degradation,Galactose metabolism,Sugars00002_004,,K01785,,,
beta-galactosidase,lactose degradation,Galactose metabolism,Sugars00002_005,,K01190,,,
evolved beta-galactosidase subunit alpha,lactose degradation,Galactose metabolism,Sugars00002_006,,K12111,,,
evolved beta-galactosidase subunit beta,lactose degradation,Galactose metabolism,Sugars00002_007,,K12112,,,
beta-galactosidase,lactose degradation,Galactose metabolism,Sugars00002_008,,K12309,,,
lsrB; AI-2 transport system substrate-binding protein,AI-2 transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00049,,K10555,,,
lsrC; AI-2 transport system permease protein,AI-2 transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00050,,K10556,,,
lsrD; AI-2 transport system permease protein,AI-2 transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00051,,K10557,,,
lsrA; AI-2 transport system ATP-binding protein,AI-2 transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00052,,K10558,,,
bioY; biotin transport system substrate-specific component,Biotin transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00053,,K03523,,,
bioN; biotin transport system permease protein,Biotin transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00054,,K16783,,,
bioM; biotin transport system ATP-binding protein [EC:3.6.3.-],Biotin transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00055,,K16784,,,
"ABC.VB12.P, btuC; vitamin B12 transport system permease protein",Cobalamin salvage,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00056,,K06073,,,
"ABC.VB12.A, btuD; vitamin B12 transport system ATP-binding protein [EC:3.6.3.33]",Cobalamin salvage,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00057,,K06074,,,
"ABC.VB12.S1, btuF; vitamin B12 transport system substrate-binding protein",Cobalamin salvage,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00058,,K06858,,,
btuB; vitamin B12 transporter,Cobalamin salvage,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00059,,K16092,,,
cbiO; cobalt/nickel transport system ATP-binding protein,Cobalt/nickel transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00060,,K02006,,,
cbiM; cobalt/nickel transport system permease protein,Cobalt/nickel transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00061,,K02007,,,
cbiQ; cobalt/nickel transport system permease protein,Cobalt/nickel transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00062,,K02008,,,
cbiN; cobalt transport protein,Cobalt/nickel transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00063,,K02009,,,
ecfT; energy-coupling factor transport system permease protein,Energy-coupling factor transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00064,,K16785,,,
ecfA1; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-],Energy-coupling factor transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00065,,K16786,,,
ecfA2; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-],Energy-coupling factor transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00066,,K16787,,,
qrtT; energy-coupling factor transport system substrate-specific component,Energy-coupling factor transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00067,,K16923,,,
mtsT; energy-coupling factor transport system substrate-specific component,Energy-coupling factor transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00068,,K16924,,,
ykoE; energy-coupling factor transport system substrate-specific component,Energy-coupling factor transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00069,,K16925,,,
htsT; energy-coupling factor transport system substrate-specific component,Energy-coupling factor transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00070,,K16926,,,
cbrT; energy-coupling factor transport system substrate-specific component,Energy-coupling factor transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00071,,K16927,,,
mtaT; energy-coupling factor transport system substrate-specific component,Energy-coupling factor transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00072,,K16928,,,
K16929; energy-coupling factor transport system substrate-specific component,Energy-coupling factor transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00073,,K16929,,,
ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34],Iron complex transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00074,,K02013,,,
ABC.FEV.P; iron complex transport system permease protein,Iron complex transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00075,,K02015,,,
ABC.FEV.S; iron complex transport system substrate-binding protein,Iron complex transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00076,,K02016,,,
mtsA; iron/zinc/manganese/copper transport system substrate-binding protein,Iron/zinc/manganese/copper transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00077,,K11704,,,
mtsC; iron/zinc/manganese/copper transport system permease protein,Iron/zinc/manganese/copper transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00078,,K11705,,,
mtsB; iron/zinc/manganese/copper transport system ATP-binding protein,Iron/zinc/manganese/copper transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00079,,K11706,,,
nukF; lantibiotic transport system ATP-binding protein,Lantibiotic transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00080,,K20459,,,
nukE; lantibiotic transport system permease protein,Lantibiotic transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00081,,K20460,,,
nukG; lantibiotic transport system permease protein,Lantibiotic transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00082,,K20461,,,
nisF; lantibiotic transport system ATP-binding protein,Lantibiotic transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00083,,K20490,,,
nisE; lantibiotic transport system permease protein,Lantibiotic transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00084,,K20491,,,
nisG; lantibiotic transport system permease protein,Lantibiotic transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00085,,K20492,,,
epiG; lantibiotic transport system permease protein,Lantibiotic transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00086,,K20494,,,
mntC; manganese transport system substrate-binding protein,Manganese transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00087,,K11601,,,
mntB; manganese transport system permease protein,Manganese transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00088,,K11602,,,
mntA; manganese transport system ATP-binding protein,Manganese transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00089,,K11603,,,
ABC.MN.S; manganese/iron transport system substrate-binding protein,Manganese/iron transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00090,,K09818,,,
ABC.MN.P; manganese/iron transport system permease protein,Manganese/iron transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00091,,K09819,,,
ABC.MN.A; manganese/iron transport system ATP-binding protein,Manganese/iron transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00092,,K09820,,,
sitA; manganese/iron transport system substrate-binding protein,Iron(II)/Manganese,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00093,,K11604,,,
sitC; manganese/iron transport system permease protein,Iron(II)/Manganese,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00094,,K11605,,,
sitD; manganese/iron transport system permease protein,Iron(II)/Manganese,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00095,,K11606,,,
sitB; manganese/iron transport system ATP-binding protein,Iron(II)/Manganese,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00096,,K11607,,,
psaB; manganese/zinc transport system ATP-binding protein [EC:3.6.3.35],Manganese/zinc transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00097,,K10830,,,
psaA; manganese/zinc transport system substrate-binding protein,Manganese/zinc transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00098,,K19971,,,
psaC; manganese/zinc transport system permease protein,Manganese/zinc transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00099,,K19972,,,
mntA; manganese/zinc transport system ATP-binding protein [EC:3.6.3.35],Manganese/zinc transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00100,,K19973,,,
mntC; manganese/zinc transport system substrate-binding protein,Manganese/zinc transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00101,,K19975,,,
mntB; manganese/zinc transport system permease protein,Manganese/zinc transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00102,,K19976,,,
troA; manganese/zinc/iron transport system substrate-binding protein,Manganese/zinc/iron transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00103,,K11707,,,
troC; manganese/zinc/iron transport system permease protein,Manganese/zinc/iron transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00104,,K11708,,,
troD; manganese/zinc/iron transport system permease protein,Manganese/zinc/iron transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00105,,K11709,,,
troB; manganese/zinc/iron transport system ATP-binding protein,Manganese/zinc/iron transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00106,,K11710,,,
cbiK; nickel transport system substrate-binding protein,Nickel transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00107,,K10094,,,
cbiL; nickel transport protein,Nickel transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00108,,K16915,,,
ABC.ZM.A; zinc/manganese transport system ATP-binding protein,Putative zinc/manganese transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00109,,K02074,,,
ABC.ZM.P; zinc/manganese transport system permease protein,Putative zinc/manganese transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00110,,K02075,,,
ABC.ZM.S; zinc/manganese transport system substrate-binding protein,Putative zinc/manganese transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00111,,K02077,,,
ABC.VB12.P; vitamin B12 transport system permease protein,Vitamin B12 transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00112,,K06073,,,
ABC.VB12.A; vitamin B12 transport system ATP-binding protein [EC:3.6.3.33],Vitamin B12 transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00113,,K06074,,,
ABC.VB12.S1; vitamin B12 transport system substrate-binding protein,Vitamin B12 transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00114,,K06858,,,
znuA; zinc transport system substrate-binding protein,Zinc transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00115,,K09815,,,
znuB; zinc transport system permease protein,Zinc transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00116,,K09816,,,
znuC; zinc transport system ATP-binding protein [EC:3.6.3.-],Zinc transport system,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00117,,K09817,,,
"fecB, ferric citrate transport system substrate-binding protein",Fe(III) dicitrate,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00118,,K23181,,,
"fecC, ferric citrate transport system permease protein",Fe(III) dicitrate,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00119,,K23183,,,
"fecD, ferric citrate transport system permease protein",Fe(III) dicitrate,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00120,,K23182,,,
"fecE, ferric citrate transport system ATP-binding protein [EC:7.2.2.18]",Fe(III) dicitrate,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00121,,K23184,,,
"fepB, ferric enterobactin transport system substrate-binding protein",Fe-siderophore,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00122,,K23185,,,
"fepD, iron-siderophore transport system permease protein",Fe-siderophore,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00123,,K23186,,,
"fepG, iron-siderophore transport system permease protein",Fe-siderophore,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00124,,K23187,,,
"fepC, iron-siderophore transport system ATP-binding protein [EC:7.2.2.17 7.2.2.-]",Fe-siderophore,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00125,,K23188,,,
"fhuD, ferric hydroxamate transport system substrate-binding protein",Fe(III) hydroxamate,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00126,,K23227,,,
"fhuB, ferric hydroxamate transport system permease protein",Fe(III) hydroxamate,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00127,,K23228,,,
"fhuC, ferric hydroxamate transport system ATP-binding protein [EC:7.2.2.16]",Fe(III) hydroxamate,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00128,,K10829,,,
"rfuA, riboflavin transport system substrate-binding protein",Riboflavin,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00129,,K23510,,,
"rfuC, riboflavin transport system permease protein",Riboflavin,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00130,,K23511,,,
"rfuD, riboflavin transport system permease protein",Riboflavin,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00131,,K23512,,,
"rfuB, riboflavin transport system ATP-binding protein",Riboflavin,"Metallic cation, iron-siderophore and vitamin B12 transporters",Transporters00132,,K23513,,,
phnS; 2-aminoethylphosphonate transport system substrate-binding protein,2-Aminoethylphosphonate transport system,Mineral and organic ion transporters,Transporters00133,,K11081,,,
phnV; 2-aminoethylphosphonate transport system permease protein,2-Aminoethylphosphonate transport system,Mineral and organic ion transporters,Transporters00134,,K11082,,,
phnU; 2-aminoethylphosphonate transport system permease protein,2-Aminoethylphosphonate transport system,Mineral and organic ion transporters,Transporters00135,,K11083,,,
phnT; 2-aminoethylphosphonate transport system ATP-binding protein,2-Aminoethylphosphonate transport system,Mineral and organic ion transporters,Transporters00136,,K11084,,,
cmpA; bicarbonate transport system substrate-binding protein,Bicarbonate transport system,Mineral and organic ion transporters,Transporters00137,,K11950,,,
cmpB; bicarbonate transport system permease protein,Bicarbonate transport system,Mineral and organic ion transporters,Transporters00138,,K11951,,,
cmpC; bicarbonate transport system ATP-binding protein [EC:3.6.3.-],Bicarbonate transport system,Mineral and organic ion transporters,Transporters00139,,K11952,,,
cmpD; bicarbonate transport system ATP-binding protein [EC:3.6.3.-],Bicarbonate transport system,Mineral and organic ion transporters,Transporters00140,,K11953,,,
proV; glycine betaine/proline transport system ATP-binding protein [EC:3.6.3.32],Glycine betaine/proline transport system,Mineral and organic ion transporters,Transporters00141,,K02000,,,
proW; glycine betaine/proline transport system permease protein,Glycine betaine/proline transport system,Mineral and organic ion transporters,Transporters00142,,K02001,,,
proX; glycine betaine/proline transport system substrate-binding protein,Glycine betaine/proline transport system,Mineral and organic ion transporters,Transporters00143,,K02002,,,
ABC.FE.A; iron(III) transport system ATP-binding protein [EC:3.6.3.30],Iron(III) transport system,Mineral and organic ion transporters,Transporters00144,,K02010,,,
ABC.FE.P; iron(III) transport system permease protein,Iron(III) transport system,Mineral and organic ion transporters,Transporters00145,,K02011,,,
ABC.FE.S; iron(III) transport system substrate-binding protein,Iron(III) transport system,Mineral and organic ion transporters,Transporters00146,,K02012,,,
attC; mannopine transport system substrate-binding protein,Mannopine transport system,Mineral and organic ion transporters,Transporters00147,,K11077,,,
attB; mannopine transport system permease protein,Mannopine transport system,Mineral and organic ion transporters,Transporters00148,,K11078,,,
attA2; mannopine transport system permease protein,Mannopine transport system,Mineral and organic ion transporters,Transporters00149,,K11079,,,
attA1; mannopine transport system ATP-binding protein,Mannopine transport system,Mineral and organic ion transporters,Transporters00150,,K11080,,,
modC; molybdate transport system ATP-binding protein [EC:3.6.3.29],Molybdate transport system,Mineral and organic ion transporters,Transporters00151,,K02017,,,
modB; molybdate transport system permease protein,Molybdate transport system,Mineral and organic ion transporters,Transporters00152,,K02018,,,
modA; molybdate transport system substrate-binding protein,Molybdate transport system,Mineral and organic ion transporters,Transporters00153,,K02020,,,
modF; molybdate transport system ATP-binding protein,Molybdate transport system,Mineral and organic ion transporters,Transporters00154,,K05776,,,
wtpC; molybdate/tungstate transport system substrate-binding protein,Molybdate/tungstate transport system,Mineral and organic ion transporters,Transporters00155,,K15495,,,
wtpB; molybdate/tungstate transport system permease protein,Molybdate/tungstate transport system,Mineral and organic ion transporters,Transporters00156,,K15496,,,
wtpA; molybdate/tungstate transport system ATP-binding protein [EC:3.6.3.-],Molybdate/tungstate transport system,Mineral and organic ion transporters,Transporters00157,,K15497,,,
ABC.SN.A; sulfonate/nitrate/taurine transport system ATP-binding protein,NitT/TauT family transport system,Mineral and organic ion transporters,Transporters00158,,K02049,,,
ABC.SN.P; sulfonate/nitrate/taurine transport system permease protein,NitT/TauT family transport system,Mineral and organic ion transporters,Transporters00159,,K02050,,,
ABC.SN.S; sulfonate/nitrate/taurine transport system substrate-binding protein,NitT/TauT family transport system,Mineral and organic ion transporters,Transporters00160,,K02051,,,
ABC.BCP1.S; osmoprotectant transport system substrate-binding protein,Osmoprotectant transport system,Mineral and organic ion transporters,Transporters00161,,K05845,,,
ABC.BCP1.P; osmoprotectant transport system permease protein,Osmoprotectant transport system,Mineral and organic ion transporters,Transporters00162,,K05846,,,
ABC.BCP1.A; osmoprotectant transport system ATP-binding protein,Osmoprotectant transport system,Mineral and organic ion transporters,Transporters00163,,K05847,,,
ophF; phthalate transport system substrate-binding protein,Phthalate transport system,Mineral and organic ion transporters,Transporters00164,,K15556,,,
ophG; phthalate transport system permease protein,Phthalate transport system,Mineral and organic ion transporters,Transporters00165,,K15557,,,
ophH; phthalate transport system ATP-binding protein,Phthalate transport system,Mineral and organic ion transporters,Transporters00166,,K15558,,,
thiY; putative hydroxymethylpyrimidine transport system substrate-binding protein,Putative hydroxymethylpyrimidine transport system,Mineral and organic ion transporters,Transporters00167,,K15598,,,
thiX; putative hydroxymethylpyrimidine transport system permease protein,Putative hydroxymethylpyrimidine transport system,Mineral and organic ion transporters,Transporters00168,,K15599,,,
thiZ; putative hydroxymethylpyrimidine transport system ATP-binding protein,Putative hydroxymethylpyrimidine transport system,Mineral and organic ion transporters,Transporters00169,,K15600,,,
ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein,Putative spermidine/putrescine transport system,Mineral and organic ion transporters,Transporters00170,,K02052,,,
ABC.SP.P; putative spermidine/putrescine transport system permease protein,Putative spermidine/putrescine transport system,Mineral and organic ion transporters,Transporters00171,,K02053,,,
ABC.SP.P1; putative spermidine/putrescine transport system permease protein,Putative spermidine/putrescine transport system,Mineral and organic ion transporters,Transporters00172,,K02054,,,
ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein,Putative spermidine/putrescine transport system,Mineral and organic ion transporters,Transporters00173,,K02055,,,
ABC.VB1X.S; putative thiamine transport system substrate-binding protein,Putative thiamine transport system,Mineral and organic ion transporters,Transporters00174,,K05777,,,
ABC.VB1X.P; putative thiamine transport system permease protein,Putative thiamine transport system,Mineral and organic ion transporters,Transporters00175,,K05778,,,
ABC.VB1X.A; putative thiamine transport system ATP-binding protein,Putative thiamine transport system,Mineral and organic ion transporters,Transporters00176,,K05779,,,
potF; putrescine transport system substrate-binding protein,Putrescine transport system,Mineral and organic ion transporters,Transporters00177,,K11073,,,
potI; putrescine transport system permease protein,Putrescine transport system,Mineral and organic ion transporters,Transporters00178,,K11074,,,
potH; putrescine transport system permease protein,Putrescine transport system,Mineral and organic ion transporters,Transporters00179,,K11075,,,
potG; putrescine transport system ATP-binding protein,Putrescine transport system,Mineral and organic ion transporters,Transporters00180,,K11076,,,
potD; spermidine/putrescine transport system substrate-binding protein,Spermidine/putrescine transport system,Mineral and organic ion transporters,Transporters00181,,K11069,,,
potC; spermidine/putrescine transport system permease protein,Spermidine/putrescine transport system,Mineral and organic ion transporters,Transporters00182,,K11070,,,
potB; spermidine/putrescine transport system permease protein,Spermidine/putrescine transport system,Mineral and organic ion transporters,Transporters00183,,K11071,,,
potA; spermidine/putrescine transport system ATP-binding protein,Spermidine/putrescine transport system,Mineral and organic ion transporters,Transporters00184,,K11072,,,
cysA; sulfate/thiosulfate transport system ATP-binding protein [EC:7.3.2.3],Sulfate/thiosulfate transport system,Mineral and organic ion transporters,Transporters00185,,K02045,,,
cysU; sulfate/thiosulfate transport system permease protein,Sulfate/thiosulfate transport system,Mineral and organic ion transporters,Transporters00186,,K02046,,,
cysW; sulfate/thiosulfate transport system permease protein,Sulfate/thiosulfate transport system,Mineral and organic ion transporters,Transporters00187,,K02047,,,
cysP; sulfate/thiosulfate transport system substrate-binding protein,Sulfate/thiosulfate transport system,Mineral and organic ion transporters,Transporters00188,,K02048,,,
sbp; sulfate/thiosulfate transport system substrate-binding protein,Sulfate/thiosulfate transport system,Mineral and organic ion transporters,Transporters00189,,K23163,,,
ssuA; sulfonate transport system substrate-binding protein,Sulfonate transport system,Mineral and organic ion transporters,Transporters00190,,K15553,,,
