WBANNO,LST_DATE,CRX_VN,LONGITUDE,LATITUDE,T_DAILY_MAX,T_DAILY_MIN,T_DAILY_MEAN,T_DAILY_AVG,P_DAILY_CALC,SOLARAD_DAILY,SUR_TEMP_DAILY_TYPE,SUR_TEMP_DAILY_MAX,SUR_TEMP_DAILY_MIN,SUR_TEMP_DAILY_AVG,RH_DAILY_MAX,RH_DAILY_MIN,RH_DAILY_AVG,SOIL_MOISTURE_5_DAILY,SOIL_MOISTURE_10_DAILY,SOIL_MOISTURE_20_DAILY,SOIL_MOISTURE_50_DAILY,SOIL_MOISTURE_100_DAILY,SOIL_TEMP_5_DAILY,SOIL_TEMP_10_DAILY,SOIL_TEMP_20_DAILY,SOIL_TEMP_50_DAILY,SOIL_TEMP_100_DAILY
53131,20210918,2.623,-111.17,32.24,35.2,21,28.1,27.2,0,17.79,C,52.8,23.4,33.2,74.3,27.2,50.8,0.029,0.068,-99,-99,-99,34,33.9,-9999,-9999,-9999
53131,20210919,2.623,-111.17,32.24,34.7,21.5,28.1,27.5,0,19.2,C,53,23.5,33.2,79.1,24.5,48.6,0.029,0.067,-99,-99,-99,34.1,33.8,-9999,-9999,-9999
53131,20210920,2.623,-111.17,32.24,35,18.1,26.6,27.1,0,22.16,C,52.7,20.1,32.9,57.5,16.9,31.7,0.028,0.066,-99,-99,-99,33.6,33.2,-9999,-9999,-9999
53131,20210921,2.623,-111.17,32.24,35.3,17.5,26.4,27.8,0,22.36,C,52.7,19.5,32.9,50.8,13.1,25.1,0.027,0.064,-99,-99,-99,33.5,33.1,-9999,-9999,-9999
53131,20210922,2.623,-111.17,32.24,36.2,21.9,29,29.2,0,20.35,C,51.7,22.7,33,32,12.1,21.3,0.026,0.064,-99,-99,-99,33.8,33.3,-9999,-9999,-9999
53131,20210923,2.623,-111.17,32.24,29.8,21.3,25.6,24.9,0.5,9.52,C,39.3,21.1,27.4,78.8,24,42.9,0.024,0.059,-99,-99,-99,29,30.1,-9999,-9999,-9999
53131,20210924,2.623,-111.17,32.24,30.4,17.5,23.9,24.2,0,20.25,C,47.7,19.4,30,62,28.7,42.5,0.026,0.06,-99,-99,-99,30.7,30.5,-9999,-9999,-9999
53131,20210925,2.623,-111.17,32.24,32.7,18.7,25.7,24.5,1.9,16.63,C,50.9,21.5,30,87.1,24.8,49.2,0.026,0.059,-99,-99,-99,31,31,-9999,-9999,-9999
53131,20210926,2.623,-111.17,32.24,27.2,16.6,21.9,21.1,6.6,16.6,C,38.3,18.6,25.6,92.3,32.7,68.3,0.076,0.075,-99,-99,-99,25.8,27.1,-9999,-9999,-9999
53131,20210927,2.623,-111.17,32.24,29.3,17.3,23.3,23,0,15.34,C,41.2,19,26.9,87.4,26.1,53.5,0.076,0.091,-99,-99,-99,26.6,26.8,-9999,-9999,-9999
53131,20210928,2.623,-111.17,32.24,30.5,18.7,24.6,24.7,0,19.94,C,45.7,19.4,29.1,74.1,27.4,46.1,0.068,0.091,-99,-99,-99,29,28.7,-9999,-9999,-9999
53131,20210929,2.623,-111.17,32.24,30.7,16.6,23.6,24,0,17.69,C,45.2,18,28,71.6,20.5,41,0.061,0.087,-99,-99,-99,28.8,28.7,-9999,-9999,-9999
53131,20210930,2.623,-111.17,32.24,29.1,16.5,22.8,22.9,1.5,20.22,C,46.5,17,27.8,73.7,23.2,43.3,0.057,0.083,-99,-99,-99,27.9,27.9,-9999,-9999,-9999
53131,20211001,2.623,-111.17,32.24,29.7,17.9,23.8,23.8,0,19.72,C,45.2,17.1,27.7,54.1,15.4,32.7,0.054,0.079,-99,-99,-99,27.7,27.6,-9999,-9999,-9999
53131,20211002,2.623,-111.17,32.24,32,14.8,23.4,24.1,0,20.24,C,47.5,16.1,28.5,51.3,15.7,29.1,0.049,0.078,-99,-99,-99,28.6,28.2,-9999,-9999,-9999
53131,20211003,2.623,-111.17,32.24,33.3,17.3,25.3,26.1,0,18.69,C,47,18.3,29.6,50,15.7,27.7,0.043,0.078,-99,-99,-99,29.3,29,-9999,-9999,-9999
53131,20211004,2.623,-111.17,32.24,34.8,18.2,26.5,26.5,0,15.56,C,49.7,20,29.7,48.5,16,30.3,0.039,0.08,-99,-99,-99,29.8,29.5,-9999,-9999,-9999
53131,20211005,2.623,-111.17,32.24,31.8,19.3,25.6,25,0.3,15.12,C,45.9,21,29,67.1,26,43.8,0.036,0.078,-99,-99,-99,29.5,29.3,-9999,-9999,-9999
53131,20211006,2.623,-111.17,32.24,32.7,16,24.3,23.7,0,20.23,C,47.6,17.3,28.7,79.9,8.3,43.6,0.035,0.074,-99,-99,-99,29.3,29,-9999,-9999,-9999
53131,20211007,2.623,-111.17,32.24,33.2,15.9,24.6,24.6,0,18.14,C,46.5,18,28.6,51.7,11,28.2,0.032,0.071,-99,-99,-99,29.1,28.8,-9999,-9999,-9999
53131,20211008,2.623,-111.17,32.24,34.7,16.4,25.5,25.2,0,19.44,C,48.8,17.2,29.2,43.2,6.9,25.9,0.031,0.069,-99,-99,-99,29.7,29.3,-9999,-9999,-9999
53131,20211009,2.623,-111.17,32.24,31,15.7,23.3,23.1,0,19.31,C,46.3,17.9,28,65.2,19.2,36.6,0.029,0.067,-99,-99,-99,29.2,29,-9999,-9999,-9999
53131,20211010,2.623,-111.17,32.24,26.8,11.6,19.2,19.6,0,20.2,C,43.7,12.9,24.7,44.4,11,23.2,0.028,0.06,-99,-99,-99,26.5,26.8,-9999,-9999,-9999
53131,20211011,2.623,-111.17,32.24,28.6,10.2,19.4,20.2,0,19.96,C,41.6,11.8,23.7,43.1,8.2,25.1,0.027,0.056,-99,-99,-99,25.7,25.9,-9999,-9999,-9999
53131,20211012,2.623,-111.17,32.24,19.6,8.5,14.1,15.3,0,17.02,C,34.8,10.5,20.8,50.5,15.2,27.4,0.026,0.051,-99,-99,-99,23.7,24.7,-9999,-9999,-9999
53131,20211013,2.623,-111.17,32.24,22.3,4.8,13.5,14.2,0,19.54,C,38.3,6.8,19.1,39.2,12.5,22.4,0.023,0.049,-99,-99,-99,21.6,22.2,-9999,-9999,-9999
53131,20211014,2.623,-111.17,32.24,23.9,7.4,15.6,16.1,0,19.55,C,39.7,8.4,20.6,43.2,9.9,24.3,0.024,0.049,-99,-99,-99,22.3,22.5,-9999,-9999,-9999
53131,20211015,2.623,-111.17,32.24,27.6,7.9,17.8,18.7,0,19.48,C,42.8,9.2,22.4,45.8,8.3,22.5,0.023,0.046,-99,-99,-99,23.3,23.2,-9999,-9999,-9999
53131,20211016,2.623,-111.17,32.24,32.2,17.7,25,24.1,0,16.38,C,43.8,15.1,25.2,24.1,10.4,15.4,0.024,0.05,-99,-99,-99,25.3,24.9,-9999,-9999,-9999
53131,20211017,2.623,-111.17,32.24,31.7,13.6,22.6,23.1,0,15.86,C,43.5,14.5,24.9,37.9,8.6,20.6,0.024,0.049,-99,-99,-99,26,25.7,-9999,-9999,-9999
53131,20211018,2.623,-111.17,32.24,28.6,11.6,20.1,20.5,0,18.1,C,41.2,12.8,23.9,69.3,21.9,41.1,0.023,0.048,-99,-99,-99,25.5,25.4,-9999,-9999,-9999
53131,20211019,2.623,-111.17,32.24,26.5,14,20.2,19.6,0,16.74,C,41.3,15.8,24.6,79.4,23.6,52.5,0.024,0.048,-99,-99,-99,25.6,25.5,-9999,-9999,-9999
53131,20211020,2.623,-111.17,32.24,29.9,9.5,19.7,20.5,0,18.25,C,43.6,11.5,23.8,71.7,7.7,33.8,0.023,0.047,-99,-99,-99,24.8,24.7,-9999,-9999,-9999
53131,20211021,2.623,-111.17,32.24,32,11.7,21.9,22,0,18.11,C,44.9,12.4,25,48,11.7,26.6,0.023,0.047,-99,-99,-99,25.7,25.3,-9999,-9999,-9999
53131,20211022,2.623,-111.17,32.24,30.2,13,21.6,21.2,0,15.3,C,41.1,13.4,23.5,46.9,13.3,27.4,0.022,0.045,-99,-99,-99,24.5,24.7,-9999,-9999,-9999
53131,20211023,2.623,-111.17,32.24,29,12.4,20.7,20.7,0,16.28,C,42,12.2,23,46.9,15.4,30.5,0.022,0.045,-99,-99,-99,24.7,24.6,-9999,-9999,-9999
53131,20211024,2.623,-111.17,32.24,30.5,13.9,22.2,22.2,0,17.08,C,42.9,13.6,24.6,54,16.2,31.9,0.022,0.046,-99,-99,-99,25.4,25.1,-9999,-9999,-9999
53131,20211025,2.623,-111.17,32.24,31.5,13.8,22.7,23.2,0,17.27,C,43,14.1,25.3,57.1,15.2,35.3,0.022,0.046,-99,-99,-99,26.1,25.7,-9999,-9999,-9999
53131,20211026,2.623,-111.17,32.24,21.3,10.3,15.8,17.4,0,16.32,C,35.7,11.8,21.8,79.4,14.3,40.7,0.022,0.043,-99,-99,-99,24.1,24.6,-9999,-9999,-9999
53131,20211027,2.623,-111.17,32.24,23.1,5.9,14.5,15.5,0,17.5,C,37.6,7.6,19.2,49.1,12,26.2,0.02,0.041,-99,-99,-99,21.3,21.8,-9999,-9999,-9999
53131,20211028,2.623,-111.17,32.24,29.6,8.5,19,18.8,0,17.37,C,41.8,9.2,21.5,40.9,7.4,21.1,0.02,0.041,-99,-99,-99,22.5,22.5,-9999,-9999,-9999
53131,20211029,2.623,-111.17,32.24,32.6,12.7,22.7,23.7,0,17.12,C,44.2,13.2,24.6,31,6.4,13.7,0.021,0.043,-99,-99,-99,24.7,24.2,-9999,-9999,-9999
53131,20211030,2.623,-111.17,32.24,30.5,13.3,21.9,21.8,0,16.63,C,42.7,12.7,23.8,32.2,11,19.9,0.02,0.044,-99,-99,-99,24.6,24.4,-9999,-9999,-9999
53131,20211031,2.623,-111.17,32.24,29.5,11.6,20.5,20.1,0,16.33,C,41.7,13.3,23,43.8,11.8,26.3,0.02,0.043,-99,-99,-99,24.1,24,-9999,-9999,-9999
53131,20211101,2.623,-111.17,32.24,28.3,10.1,19.2,19.8,0,15.97,C,40.5,11.4,22.5,53.8,12.3,28.5,0.019,0.04,-99,-99,-99,23.6,23.6,-9999,-9999,-9999
53131,20211102,2.623,-111.17,32.24,27.8,9.3,18.6,18.8,0,14.02,C,40.5,10.9,21,50,9.9,26.9,0.019,0.039,-99,-99,-99,22.7,23,-9999,-9999,-9999
53131,20211103,2.623,-111.17,32.24,27.7,9.3,18.5,18.7,0,16.09,C,39.9,9.8,21,46.6,11.2,26.6,0.019,0.038,-99,-99,-99,22.3,22.3,-9999,-9999,-9999
53131,20211104,2.623,-111.17,32.24,30.8,10.8,20.8,21.2,0,15.98,C,41.7,10.6,22.6,46.4,7.6,21.5,0.019,0.038,-99,-99,-99,23.1,22.9,-9999,-9999,-9999
53131,20211105,2.623,-111.17,32.24,31.4,11.2,21.3,22.2,0,15.53,C,42.9,11.6,23.2,38.5,8,19.2,0.019,0.039,-99,-99,-99,23.8,23.5,-9999,-9999,-9999
53131,20211106,2.623,-111.17,32.24,31.9,11.9,21.9,22,0,15.62,C,42.6,11.8,23.3,37.8,7.7,20.1,0.019,0.039,-99,-99,-99,23.9,23.7,-9999,-9999,-9999
53131,20211107,2.623,-111.17,32.24,31.1,12.8,22,21.3,0,14.78,C,42,12.3,22.8,35.3,11,21.7,0.019,0.038,-99,-99,-99,23.6,23.6,-9999,-9999,-9999
53131,20211108,2.623,-111.17,32.24,29.5,10.7,20.1,19.9,0,13.55,C,40.2,11.5,21.3,39.4,10.6,23,0.018,0.037,-99,-99,-99,22.5,22.7,-9999,-9999,-9999
53131,20211109,2.623,-111.17,32.24,27.6,10.5,19,19.3,0,13.53,C,38,10.6,20.5,46.8,12.9,26.9,0.018,0.037,-99,-99,-99,21.6,21.9,-9999,-9999,-9999
53131,20211110,2.623,-111.17,32.24,25.5,8.5,17,17.8,0,15.07,C,37.5,9.4,20,53.7,18.8,31.3,0.018,0.038,-99,-99,-99,21.2,21.5,-9999,-9999,-9999
53131,20211111,2.623,-111.17,32.24,27.2,9.9,18.5,19,0,15.17,C,37.8,10.1,20.3,49.5,12.5,25.6,0.019,0.038,-99,-99,-99,21.4,21.5,-9999,-9999,-9999
53131,20211112,2.623,-111.17,32.24,29.2,9.5,19.4,19.5,0,15.27,C,39.9,9.5,20.4,40.1,6.5,19.3,0.018,0.037,-99,-99,-99,21.2,21.4,-9999,-9999,-9999
53131,20211113,2.623,-111.17,32.24,30.5,12.8,21.6,22.5,0,15.03,C,40.6,11.7,22.2,24.4,7.1,12.8,0.018,0.038,-99,-99,-99,22.5,22.2,-9999,-9999,-9999
53131,20211114,2.623,-111.17,32.24,30.1,10,20.1,20.1,0,15.02,C,40.6,9.8,21,33.4,6.2,17.4,0.018,0.038,-99,-99,-99,21.8,21.9,-9999,-9999,-9999
53131,20211115,2.623,-111.17,32.24,30.8,9.8,20.3,20.3,0,14.88,C,40.4,9.8,21,32.7,6.4,17,0.018,0.038,-99,-99,-99,21.7,21.7,-9999,-9999,-9999
53131,20211116,2.623,-111.17,32.24,28.5,11.8,20.2,20,0,13.75,C,38,10.7,20.5,24.6,8.1,14.9,0.018,0.038,-99,-99,-99,21.5,21.6,-9999,-9999,-9999
53131,20211117,2.623,-111.17,32.24,24.7,9.3,17,16.5,0,10.38,C,33.2,9.7,17.4,36.4,11,21.3,0.016,0.038,-99,-99,-99,19.5,20.2,-9999,-9999,-9999
53131,20211118,2.623,-111.17,32.24,27.1,8.6,17.9,19.2,0,14.37,C,36.8,8.3,19.3,34.6,8.8,17.4,0.016,0.037,-99,-99,-99,20,20,-9999,-9999,-9999
53131,20211119,2.623,-111.17,32.24,28.6,12.1,20.3,20,0,13.83,C,38.4,12.4,21,28,9.8,16.6,0.017,0.035,-99,-99,-99,21.6,21.4,-9999,-9999,-9999
53131,20211120,2.623,-111.17,32.24,26.3,9.1,17.7,17.6,0,13.35,C,36.4,9.2,18.9,39.3,11.5,22,0.016,0.036,-99,-99,-99,20.1,20.4,-9999,-9999,-9999
53131,20211121,2.623,-111.17,32.24,25.3,10.1,17.7,17.8,0,8.94,C,33.6,11.3,18.5,35,11.2,21.3,0.016,0.032,-99,-99,-99,19.3,19.8,-9999,-9999,-9999
53131,20211122,2.623,-111.17,32.24,26.3,18.1,22.2,21.2,0,10.4,C,35.7,15.4,21.1,22.9,14.3,18.5,0.018,0.034,-99,-99,-99,21.4,21.2,-9999,-9999,-9999
53131,20211123,2.623,-111.17,32.24,26.3,16.2,21.3,20.8,0,6.72,C,33,14.8,20.9,33.1,18.7,24.4,0.018,0.035,-99,-99,-99,21.7,21.7,-9999,-9999,-9999
53131,20211124,2.623,-111.17,32.24,22.3,10.2,16.3,17,0.4,10.83,C,33.6,10.5,18.9,86.6,26.4,46.4,0.019,0.034,-99,-99,-99,20.2,20.5,-9999,-9999,-9999
53131,20211125,2.623,-111.17,32.24,19.8,10.8,15.3,15.3,0,12.14,C,30.5,11.2,17.4,55.7,31.5,40.3,0.019,0.033,-99,-99,-99,18.9,19.5,-9999,-9999,-9999
53131,20211126,2.623,-111.17,32.24,22.9,10.1,16.5,15.7,0,13.32,C,33,9.9,17.2,46.1,19.5,31.9,0.018,0.036,-99,-99,-99,18.3,18.8,-9999,-9999,-9999
53131,20211127,2.623,-111.17,32.24,22,6.1,14.1,14.4,0,13.29,C,32.1,6.9,16.1,57.4,22.5,37.1,0.017,0.035,-99,-99,-99,17.5,18,-9999,-9999,-9999
53131,20211128,2.623,-111.17,32.24,26.5,7.2,16.8,16.8,0,13.62,C,34.9,7,17.1,55.6,8.2,28,0.017,0.034,-99,-99,-99,17.9,18.1,-9999,-9999,-9999
53131,20211129,2.623,-111.17,32.24,26.7,11,18.8,19.2,0,13.54,C,36.1,10.7,19,30.9,12.4,20.2,0.017,0.036,-99,-99,-99,19.2,19.1,-9999,-9999,-9999
53131,20211130,2.623,-111.17,32.24,26.7,9,17.8,17.8,0,13.35,C,35.9,8.4,18.4,42.4,10.6,25.2,0.017,0.033,-99,-99,-99,19,19,-9999,-9999,-9999
53131,20211201,2.623,-111.17,32.24,28.3,10.2,19.2,20,0,13.35,C,37.9,10,20.1,37,15,23.7,0.018,0.035,-99,-99,-99,20.2,20,-9999,-9999,-9999
53131,20211202,2.623,-111.17,32.24,27.3,11.6,19.4,19.6,0,12.8,C,37,11.8,20.4,45,22.7,32.2,0.018,0.036,-99,-99,-99,20.7,20.5,-9999,-9999,-9999
53131,20211203,2.623,-111.17,32.24,25.6,9.5,17.5,17.3,0,12.91,C,35.1,9.4,18.7,55,20.3,34.6,0.018,0.032,-99,-99,-99,19.5,19.7,-9999,-9999,-9999
53131,20211204,2.623,-111.17,32.24,23.9,7.8,15.8,16.2,0,11.21,C,34.1,8.4,17.2,59.2,20.2,33,0.017,0.031,-99,-99,-99,18.6,19,-9999,-9999,-9999
53131,20211205,2.623,-111.17,32.24,23.1,6.4,14.7,14.6,0,12.98,C,32.2,6.6,15.9,49.6,17.7,31.7,0.017,0.03,-99,-99,-99,17.4,17.9,-9999,-9999,-9999
53131,20211206,2.623,-111.17,32.24,26,7.6,16.8,16.2,0,12.89,C,34.4,6.9,16.7,48.1,12.5,28.7,0.017,0.031,-99,-99,-99,17.6,17.8,-9999,-9999,-9999
53131,20211207,2.623,-111.17,32.24,24.5,9.9,17.2,16.3,0,10.63,C,33.8,9,16.5,37.3,13.8,24.8,0.016,0.029,-99,-99,-99,17.5,17.9,-9999,-9999,-9999
53131,20211208,2.623,-111.17,32.24,22.7,7.8,15.3,15,0,11.78,C,32.2,7.3,15.6,47.1,16.7,30,0.016,0.03,-99,-99,-99,16.9,17.3,-9999,-9999,-9999
53131,20211209,2.623,-111.17,32.24,21.5,7.9,14.7,14.7,0,9.2,C,28,7.9,14.6,65.4,21.1,41.8,0.016,0.027,-99,-99,-99,15.9,16.4,-9999,-9999,-9999
53131,20211210,2.623,-111.17,32.24,15,8.4,11.7,11.5,12.4,11.55,C,22.9,10.3,14.4,96.6,43.2,70.8,0.094,0.115,-99,-99,-99,15,15.7,-9999,-9999,-9999
53131,20211211,2.623,-111.17,32.24,17.9,4.5,11.2,10.1,0,12.78,C,24.8,5.2,12,94.6,30.7,70.3,0.088,0.13,-99,-99,-99,13,13.6,-9999,-9999,-9999
53131,20211212,2.623,-111.17,32.24,21.8,3.7,12.7,13.8,0,13.02,C,27.4,4.5,13.2,81.2,16.5,41.8,0.075,0.118,-99,-99,-99,13,13.2,-9999,-9999,-9999
53131,20211213,2.623,-111.17,32.24,24.1,6.9,15.5,15.7,0,12.38,C,29.1,7.1,14.9,73.2,15.5,39.8,0.068,0.109,-99,-99,-99,14.1,14,-9999,-9999,-9999
53131,20211214,2.623,-111.17,32.24,21.9,11.1,16.5,16.9,2.1,4.7,C,22.1,10,14.9,84.6,22.6,43.8,0.073,0.109,-99,-99,-99,14.4,14.7,-9999,-9999,-9999
53131,20211215,2.623,-111.17,32.24,14.5,3.5,9,8.5,4,7.32,C,18.3,4.7,10.9,93.4,46.8,69.7,0.095,0.126,-99,-99,-99,12.2,12.9,-9999,-9999,-9999
53131,20211216,2.623,-111.17,32.24,16.8,1.2,9,8.1,0,12.56,C,23.1,2.2,9.6,91.8,42.7,66.5,0.084,0.127,-99,-99,-99,10.6,11,-9999,-9999,-9999
53131,20211217,2.623,-111.17,32.24,13.7,0.5,7.1,7,0,10.33,C,21.1,1.6,8,94.7,32.9,64.2,0.074,0.119,-99,-99,-99,9.3,9.8,-9999,-9999,-9999
53131,20211218,2.623,-111.17,32.24,15.9,-0.6,7.7,7.2,0,12.75,C,21.7,-0.1,8.1,88.1,25.4,54.9,0.068,0.114,-99,-99,-99,8.9,9.2,-9999,-9999,-9999
53131,20211219,2.623,-111.17,32.24,19.3,4,11.6,11.7,0,12.69,C,25.1,2.9,10.9,66.5,21.6,39.1,0.065,0.11,-99,-99,-99,10.6,10.5,-9999,-9999,-9999
53131,20211220,2.623,-111.17,32.24,21,4.1,12.5,12.4,0,12.73,C,27.2,3.5,11.9,72.6,18.3,41.8,0.061,0.106,-99,-99,-99,11.6,11.5,-9999,-9999,-9999
53131,20211221,2.623,-111.17,32.24,23,5.6,14.3,14.3,0,8.91,C,26.2,5.9,13.8,68.1,15.1,36.1,0.059,0.103,-99,-99,-99,13,12.8,-9999,-9999,-9999
53131,20211222,2.623,-111.17,32.24,24.1,6.6,15.4,14.7,0,11.04,C,28.6,6.5,14.8,66.9,9.4,35.4,0.057,0.096,-99,-99,-99,14.2,14,-9999,-9999,-9999
53131,20211223,2.623,-111.17,32.24,25.9,12.1,19,18.4,0,11.83,C,31.8,11,18.5,44.1,9.3,28.2,0.057,0.091,-99,-99,-99,16.8,16.3,-9999,-9999,-9999
53131,20211224,2.623,-111.17,32.24,18.8,10.1,14.4,14.3,10.3,2.31,C,16.8,11.4,14.3,95.2,37.2,72.1,0.1,0.133,-99,-99,-99,14.5,15,-9999,-9999,-9999
53131,20211225,2.623,-111.17,32.24,16.8,10.6,13.7,13.7,0,4.44,C,19.2,10.4,13.6,89.9,49.8,71.4,0.111,0.15,-99,-99,-99,14,14.2,-9999,-9999,-9999
53131,20211226,2.623,-111.17,32.24,17.5,6.3,11.9,12.6,0,9.49,C,23.2,7.1,13.3,86.3,32.6,58.9,0.1,0.139,-99,-99,-99,13.6,13.9,-9999,-9999,-9999
53131,20211227,2.623,-111.17,32.24,12.4,3.8,8.1,8.6,0,2.34,C,12.9,4.1,8.7,90,53.6,74.4,0.087,0.125,-99,-99,-99,10.2,11,-9999,-9999,-9999
53131,20211228,2.623,-111.17,32.24,14.5,2.6,8.5,8.6,0,11.27,C,20.4,2.2,9,89.5,36.3,63.8,0.081,0.122,-99,-99,-99,9.8,10.1,-9999,-9999,-9999
53131,20211229,2.623,-111.17,32.24,13.8,6.6,10.2,8.9,1.3,5.92,C,16.7,6.6,9.9,93.1,41.4,77.7,0.081,0.119,-99,-99,-99,10.6,11,-9999,-9999,-9999
53131,20211230,2.623,-111.17,32.24,13.6,5.3,9.4,9.5,1.7,5.06,C,18.7,4.9,9.6,91.6,51.9,75,0.087,0.121,-99,-99,-99,10.5,10.8,-9999,-9999,-9999
53131,20211231,2.623,-111.17,32.24,17,8,12.5,10.8,8.6,5.28,C,20.7,7.9,11.3,95.2,54.4,82.9,0.129,0.159,-99,-99,-99,11.7,12,-9999,-9999,-9999
53131,20220101,2.623,-111.17,32.24,10.7,2.5,6.6,7.5,3,11.7,C,16.7,2.8,8.9,96.1,23,62.4,0.125,0.159,-99,-99,-99,10,10.7,-9999,-9999,-9999
53131,20220102,2.623,-111.17,32.24,15.3,-0.4,7.5,6.4,0,13.47,C,20.7,-0.8,6.7,81,16,45.2,0.106,0.141,-99,-99,-99,7.6,8.1,-9999,-9999,-9999
53131,20220103,2.623,-111.17,32.24,18,3.1,10.6,10.3,0,13.47,C,22.7,3.3,9.1,76.5,17.3,36.9,0.095,0.131,-99,-99,-99,8.7,8.8,-9999,-9999,-9999
53131,20220104,2.623,-111.17,32.24,19.6,2.3,11,10,0,13.38,C,24.1,1.1,9.3,77.8,8.2,40.4,0.088,0.124,-99,-99,-99,9.1,9.1,-9999,-9999,-9999
53131,20220105,2.623,-111.17,32.24,18.5,1.1,9.8,9.3,0,13.24,C,23.8,1,9.4,72.5,16,43.8,0.101,0.119,-99,-99,-99,9.3,9.3,-9999,-9999,-9999
53131,20220106,2.623,-111.17,32.24,21,2.7,11.9,10.9,0,12.52,C,26.3,2.3,10.6,70.1,19.8,46.4,0.096,0.115,-99,-99,-99,10.3,10.1,-9999,-9999,-9999
53131,20220107,2.623,-111.17,32.24,23.5,4.7,14.1,13.4,0,13.24,C,28.2,3.8,12.5,73.7,16.2,43.1,0.095,0.116,-99,-99,-99,11.6,11.3,-9999,-9999,-9999
53131,20220108,2.623,-111.17,32.24,20,6,13,14.4,0,8.78,C,23.5,6.5,12.5,73.5,22.4,37.7,0.092,0.113,-99,-99,-99,12,12,-9999,-9999,-9999
53131,20220109,2.623,-111.17,32.24,21.1,4.5,12.8,12.6,0,12.44,C,27.9,4.3,12.7,80.4,23.2,49.8,0.09,0.109,-99,-99,-99,12.3,12.2,-9999,-9999,-9999
53131,20220110,2.623,-111.17,32.24,20.1,11.1,15.6,15.1,0,13.36,C,27.4,8.2,14.2,43.1,20.3,30.7,0.088,0.103,-99,-99,-99,13.5,13.2,-9999,-9999,-9999
53131,20220111,2.623,-111.17,32.24,18.7,7.3,13,12.4,0,10.61,C,24.7,6.2,12.4,52,19.9,33.6,0.085,0.105,-99,-99,-99,12.8,12.9,-9999,-9999,-9999
53131,20220112,2.623,-111.17,32.24,20.6,3.9,12.2,11.7,0,10.31,C,24.9,3.8,11.3,64.5,16.1,41.5,0.082,0.099,-99,-99,-99,12,12.2,-9999,-9999,-9999
53131,20220113,2.623,-111.17,32.24,22.7,4.2,13.4,13,0,13.18,C,29,4,12.2,67.4,13.6,34.3,0.082,0.097,-99,-99,-99,12.6,12.5,-9999,-9999,-9999
53131,20220114,2.623,-111.17,32.24,20.6,5.4,13,12.9,0,8.89,C,25.4,4.9,12.7,60,13.7,33.2,0.078,0.086,-99,-99,-99,13,12.9,-9999,-9999,-9999
53131,20220115,2.623,-111.17,32.24,20.1,3,11.6,12.9,0,11.24,C,27.5,2.4,11.7,58.9,14.3,28.2,0.08,0.084,-99,-99,-99,12.5,12.5,-9999,-9999,-9999
53131,20220116,2.623,-111.17,32.24,22.8,7.5,15.2,15.3,0,13.73,C,30.7,6.9,14.8,38.7,8.8,16.7,0.077,0.095,-99,-99,-99,14.6,14.2,-9999,-9999,-9999
53131,20220117,2.623,-111.17,32.24,22,5.7,13.8,13.7,0,11.09,C,30.2,6.5,14.6,50.8,14.3,31.9,0.073,0.095,-99,-99,-99,14.4,14.3,-9999,-9999,-9999
53131,20220118,2.623,-111.17,32.24,19.2,7.7,13.5,12.4,2.1,7.69,C,26,7.7,13.3,92.6,40.9,65.9,0.076,0.088,-99,-99,-99,13.8,14,-9999,-9999,-9999
53131,20220119,2.623,-111.17,32.24,17.9,5.7,11.8,11.7,0,12.63,C,26.8,6.4,13.2,95.6,40.6,68.4,0.076,0.084,-99,-99,-99,13.5,13.6,-9999,-9999,-9999
53131,20220120,2.623,-111.17,32.24,18.8,3.7,11.2,11.4,0,14.17,C,27.7,4.4,12.6,90.1,26.5,55.5,0.077,0.081,-99,-99,-99,12.9,12.9,-9999,-9999,-9999
53131,20220121,2.623,-111.17,32.24,19.9,5.1,12.5,12.5,0,14.63,C,28.9,5.1,13.1,68.8,16.2,38,0.076,0.079,-99,-99,-99,13.3,13.2,-9999,-9999,-9999
53131,20220122,2.623,-111.17,32.24,17.8,4.1,10.9,10.8,0.6,7.25,C,26.4,4.8,11.3,72.9,22.5,46.2,0.077,0.078,-99,-99,-99,12,12.3,-9999,-9999,-9999
53131,20220123,2.623,-111.17,32.24,17.5,5.4,11.4,12,0.2,14.31,C,27.4,5.2,12.8,82.4,28.5,49.4,0.074,0.085,-99,-99,-99,13,12.9,-9999,-9999,-9999
53131,20220124,2.623,-111.17,32.24,19.1,2.9,11,10.7,0,14.74,C,28.1,3.4,12.1,82.3,16.7,47.6,0.073,0.085,-99,-99,-99,12.8,12.7,-9999,-9999,-9999
53131,20220125,2.623,-111.17,32.24,20.3,2.1,11.2,11.2,0,15.07,C,29.2,2.5,12.1,64.5,13.8,34.9,0.072,0.08,-99,-99,-99,12.8,12.6,-9999,-9999,-9999
53131,20220126,2.623,-111.17,32.24,17.9,1.1,9.5,9.8,0,14.1,C,28,1.5,11.3,59.9,13.1,33.8,0.07,0.079,-99,-99,-99,12.3,12.3,-9999,-9999,-9999
53131,20220127,2.623,-111.17,32.24,17.3,0.4,8.8,9.7,0,15.52,C,27.5,1,11.1,61.4,13.1,33.1,0.07,0.082,-99,-99,-99,12.1,12,-9999,-9999,-9999
